,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,Cheat Sheet
2564,2020-04-30 00:00:00,Lura Turner Homes,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
2565,2020-04-30 00:00:00,Lura Turner Homes,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
2572,2020-04-30 00:00:00,Lura Turner Homes,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
2576,2020-04-30 00:00:00,Lura Turner Homes,LTCF,Rain Coats,Maricopa,Alt. Gowns,24.0,,24,Good
2586,2020-04-30 00:00:00,Arizona Mentor-Raven,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
2587,2020-04-30 00:00:00,Arizona Mentor-Raven,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
2598,2020-04-30 00:00:00,Arizona Mentor-Raven,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
2623,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
2624,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,17.0,30.0,510,Good
2634,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
2635,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
2636,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
2646,2020-04-30 00:00:00,Mission Palms Post Acute,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,21.0,24.0,504,Good
2660,2020-04-29 00:00:00,Morning Star at Golden Ridge,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,5.0,50.0,250,Good
2661,2020-04-29 00:00:00,Morning Star at Golden Ridge,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
2665,2020-04-29 00:00:00,Morning Star at Golden Ridge,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
2688,2020-04-29 00:00:00,Morning Star at Golden Ridge,LTCF,Ponchos,Maricopa,Alt. Gowns,2.0,24.0,48,Good
2697,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
2698,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
2702,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Masks, N95, Med/Large",SNS,N95,2.0,20.0,40,Good
2711,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
2712,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
2713,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
2715,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
2716,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
2719,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
2720,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
2724,2020-04-30 00:00:00,Morning Star Senior Living,LTCF,Rain Coats,Maricopa,Alt. Gowns,90.0,,90,Good
2734,2020-04-30 00:00:00,Orion Homes,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,2.0,50.0,100,Good
2735,2020-04-30 00:00:00,Orion Homes,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
2739,2020-04-30 00:00:00,Orion Homes,LTCF,"Masks, N95, Med/Large",SNS,N95,2.0,20.0,40,Good
2748,2020-04-30 00:00:00,Orion Homes,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
2749,2020-04-30 00:00:00,Orion Homes,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,4.0,100.0,400,Good
2750,2020-04-30 00:00:00,Orion Homes,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
2752,2020-04-30 00:00:00,Orion Homes,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
2753,2020-04-30 00:00:00,Orion Homes,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
2757,2020-04-30 00:00:00,Orion Homes,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
2762,2020-04-30 00:00:00,Orion Homes,LTCF,Ponchos,Maricopa,Alt. Gowns,2.0,24.0,48,Good
2771,2020-04-30 00:00:00,Rock Creek,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,5.0,50.0,250,Good
2772,2020-04-30 00:00:00,Rock Creek,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,9.0,30.0,270,Good
2785,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,9.0,100.0,900,Good
2786,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,9.0,100.0,900,Good
2787,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,9.0,100.0,900,Good
2789,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,9.0,100.0,900,Good
2790,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,9.0,100.0,900,Good
2793,2020-04-30 00:00:00,Rock Creek,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
2794,2020-04-30 00:00:00,Rock Creek,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,11.0,24.0,264,Good
2799,2020-04-30 00:00:00,Rock Creek,LTCF,Ponchos,Maricopa,Alt. Gowns,2.0,24.0,48,Good
2808,2020-04-30 00:00:00,Solterra Senior Living-Chandler,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,8.0,50.0,400,Good
2809,2020-04-30 00:00:00,Solterra Senior Living-Chandler,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
2813,2020-04-30 00:00:00,Solterra Senior Living-Chandler,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
2831,2020-04-30 00:00:00,Solterra Senior Living-Chandler,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
2836,2020-04-30 00:00:00,Solterra Senior Living-Chandler,LTCF,Ponchos,Maricopa,Alt. Gowns,2.0,24.0,48,Good
2845,2020-04-30 00:00:00,Surprise Health and Rehab Center,,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,4.0,50.0,200,Good
2859,2020-04-30 00:00:00,Surprise Health and Rehab Center,,"Gloves, (LATEX), Small",SNS,Gloves,3.0,100.0,300,Good
2860,2020-04-30 00:00:00,Surprise Health and Rehab Center,,"Gloves, (LATEX), Medium",SNS,Gloves,5.0,100.0,500,Good
2861,2020-04-30 00:00:00,Surprise Health and Rehab Center,,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
2867,2020-04-30 00:00:00,Surprise Health and Rehab Center,,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
2908,2020-04-30 00:00:00,Westchester Senior Campus,LTCF,Hand Sanitizer,AZ/MasCache,Hand Sanitizer,3.0,,3,Good
2945,2020-05-01 00:00:00,Immanuel Campus of Care,LTCF,Hand Sanitizer,AZ/MasCache,Hand Sanitizer,3.0,,3,Good
2956,2020-04-30 00:00:00,Olive Grove Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
2957,2020-04-30 00:00:00,Olive Grove Assisted Living,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,6.0,30.0,180,Good
2961,2020-04-30 00:00:00,Olive Grove Assisted Living,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
2979,2020-04-30 00:00:00,Olive Grove Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
2993,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,4.0,50.0,200,Good
2994,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
2998,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Masks, N95, Med/Large",SNS,N95,2.0,20.0,40,Good
3007,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
3008,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3009,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
3015,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
3016,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
3020,2020-05-01 00:00:00,"Open Arms, LLC",LTCF,Rain Coats,Maricopa,Alt. Gowns,74.0,,74,Good
3056,2020-05-01 00:00:00,R & D Adult Care,LTCF,Hand Sanitizer,AZ/MasCache,Hand Sanitizer,4.0,,4,Good
3068,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,10.0,30.0,300,Good
3078,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
3080,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
3081,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
3082,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
3083,2020-05-01 00:00:00,Sunview Respiratory and Rehab,,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
3105,2020-05-01 00:00:00,Thunderbird Senior Living ,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,9.0,30.0,270,Good
3133,2020-05-01 00:00:00,Thunderbird Senior Living ,LTCF,Shoe Cover ,Donations,Shoe Cover,50.0,,50,Good
3141,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
3142,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
3146,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
3149,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Impermeable coverall without integrated hood, X-Large",SNS,Alt. Gowns,200.0,1.0,200,"8 Cases, is it 25/case?"
3155,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
3156,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3157,2020-05-01 00:00:00,Avenir Memory Care at Chandler,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
3178,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,20.0,50.0,1000,Good
3192,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,10.0,100.0,1000,Good
3193,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,10.0,100.0,1000,Good
3194,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,10.0,100.0,1000,Good
3201,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,21.0,24.0,504,Good
3205,2020-05-01 00:00:00,Bridgewater Assisted Living,LTCF,Rain Coats,Maricopa,Alt. Gowns,38.0,,38,Good
3238,2020-05-01 00:00:00,Desert Blossom Health & Rehab,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,21.0,24.0,504,Good
3242,2020-05-01 00:00:00,Desert Blossom Health & Rehab,LTCF,Rain Coats,Donations,Alt. Gowns,200.0,,200,Good
3275,2020-05-01 00:00:00,Freedom Plaza Care Center ,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
3278,2020-05-01 00:00:00,Freedom Plaza Care Center ,LTCF,Hand Sanitizer,AZ/MasCache,Hand Sanitizer,8.0,,8,Good
3279,2020-05-01 00:00:00,Freedom Plaza Care Center ,LTCF,Rain Coats,Maricopa,Alt. Gowns,96.0,,96,Good
3315,2020-05-01 00:00:00,Gardens at Ocotillo,LTCF,Hand Sanitizer,Purchased/Maricopa,Hand Sanitizer,6.0,,6,Good
3326,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,120.0,50.0,6000,Good
3327,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,32.0,30.0,960,Good
3331,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Masks, N95, Med/Large",SNS,N95,2.0,20.0,40,Good
3337,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
3338,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
3339,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
3344,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Gloves, (NITRILE), Medium",Donations,Gloves,4.0,100.0,400,Good
3345,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Gloves, (NITRILE), Large",Donations,Gloves,21.0,100.0,2100,Good
3349,2020-05-01 00:00:00,Gila River Indian Community,Tribal,"Face Shield, Full Foam Top",SNS,Face Shield,41.0,24.0,984,Good
3377,2020-05-01 00:00:00,Haven of Phoenix,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
3378,2020-05-01 00:00:00,Haven of Phoenix,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,4.0,100.0,400,Good
3379,2020-05-01 00:00:00,Haven of Phoenix,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
3382,2020-05-01 00:00:00,Haven of Phoenix,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
3386,2020-05-01 00:00:00,Haven of Phoenix,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
3390,2020-05-01 00:00:00,Haven of Phoenix,LTCF,Rain Coats,Maricopa,Alt. Gowns,100.0,,,Good
3413,2020-04-30 00:00:00,Cactus Villa Assisted Living ,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
3423,2020-04-30 00:00:00,Cactus Villa Assisted Living ,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
3465,2020-04-30 00:00:00,Palos Verdes Senior Living,LTCF,Ponchos,Maricopa,Alt. Gowns,4.0,24.0,96,Good
3467,"April 13,2020",Bandera Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,6.0,50.0,300,Good
3472,"April 13,2020",Bandera Assisted Living,LTCF,"Masks, N95, Med/Large",SNS,N95,6.0,20.0,120,Good
3478,"April 13,2020",Bandera Assisted Living,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,3.0,30.0,90,Good
3479,"April 13,2020",Bandera Assisted Living,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,3.0,30.0,90,Good
3481,"April 13,2020",Bandera Assisted Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
3485,"April 13,2020",Bandera Assisted Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
3486,"April 13,2020",Bandera Assisted Living,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
3490,"April 13,2020",Bandera Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
3504,"April 13,2020",Rose Court Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
3509,"April 13,2020",Rose Court Assisted Living,LTCF,"Masks, N95, Med/Large",SNS,N95,10.0,20.0,200,Good
3515,"April 13,2020",Rose Court Assisted Living,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,7.0,30.0,210,Good
3516,"April 13,2020",Rose Court Assisted Living,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,7.0,30.0,210,Good
3527,"April 13,2020",Rose Court Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
3541,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,8.0,50.0,400,Good
3546,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Masks, N95, Med/Large",SNS,N95,5.0,20.0,100,Good
3552,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Gown, Surgical, Sterile, Large",SNS,Gowns,4.0,30.0,120,Good
3553,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Gown, Surgical, Sterile, XL",SNS,Gowns,8.0,30.0,240,Good
3554,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,3.0,18.0,54,Good
3564,2020-04-14 00:00:00,Paseo Village Assisted Living,LCTF,"Face Shield, Full Foam Top",SNS,Face Shield,3.0,24.0,72,Good
3583,2020-04-14 00:00:00,ResCare AZ,LTCF,"Masks, N95, Med/Large",SNS,N95,10.0,4.0,40,Good
3615,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
3620,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Masks, N95, Med/Large",SNS,N95,10.0,20.0,200,Good
3626,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,3.0,30.0,90,Good
3627,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,3.0,30.0,90,Good
3628,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,4.0,18.0,72,Good
3629,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
3630,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3631,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
3632,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
3633,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
3634,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
3636,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
3637,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
3638,2020-04-14 00:00:00,Rock Creek Care Center,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
3652,2020-04-14 00:00:00,Sunshine Village,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
3657,2020-04-14 00:00:00,Sunshine Village,LTCF,"Masks, N95, Med/Large",SNS,N95,13.0,20.0,260,Good
3663,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,3.0,30.0,90,Good
3664,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,3.0,30.0,90,Good
3665,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,4.0,18.0,72,Good
3666,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
3667,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3668,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
3669,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
3670,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
3671,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
3673,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
3674,2020-04-14 00:00:00,Sunshine Village,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
3675,2020-04-14 00:00:00,Sunshine Village,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,10.0,24.0,240,Good
3689,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,20.0,50.0,1000,Good
3694,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Masks, N95, Med/Large",SNS,N95,10.0,20.0,200,Good
3700,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
3701,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
3702,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
3712,2020-04-14 00:00:00,The Forum at Desert Harbor,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,8.0,24.0,192,Good
3726,2020-04-14 00:00:00,Vicky's Loving Home,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
3731,2020-04-14 00:00:00,Vicky's Loving Home,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
3737,2020-04-14 00:00:00,Vicky's Loving Home,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
3749,2020-04-14 00:00:00,Vicky's Loving Home,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
3763,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,7.0,50.0,350,Good
3774,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,5.0,30.0,150,Good
3775,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,5.0,30.0,150,Good
3776,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,3.0,18.0,54,Good
3777,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,3.0,100.0,300,Good
3778,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
3779,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
3781,2020-04-16 00:00:00,Center at Arrowhead,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,3.0,100.0,300,Good
3800,2020-04-16 00:00:00,Copper Village,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,20.0,50.0,1000,Good
3805,2020-04-16 00:00:00,Copper Village,LTCF,"Masks, N95, Med/Large",SNS,N95,4.0,20.0,80,Good
3811,2020-04-16 00:00:00,Copper Village,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
3812,2020-04-16 00:00:00,Copper Village,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
3814,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,3.0,100.0,300,Good
3815,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,6.0,100.0,600,Good
